##v1.0##
FDN,SUBTYPE,PATHNAME,DOMAIN,DOMAINCORREL,MNEMONIC,INDICATOR,FORMULA,COMMITMENTVALUE,COMMITMENTTHRESHOLD,EXCEPTIONTHRESHOLD,INDICATORTHRESHOLDB,INDICATORTHRESHOLDT3,MEASUREPROTOCOL,COS,ORIGINSITENAME,ORIGINFDN,ORIGINIP,DESTINATIONSITENAME,ENDFDN,TARGETIP,CORRELATIONBACKUPTYPE,VPN,NETWORKFDN,ORIGIN,ADMINADDRESS,MANUFACTURER
DI:AG2R_LM.ZI:X.LIRT:INSPCRETEIL-N-1,LIRT,,AG2R_LM,AG2R_LM,Alm-inspcreteil-n-Jitter128-D1,RTD,,60,,,90,30000,saa-jiti,104,,DI:AG2R_LM.ZI:X.RTONE:INSPCRETEIL-N,10.113.119.18,,DI:AG2R_LM.ZI:X.RTCIS:MONS-INTERNES,10.100.9.3,128,,,,10.113.119.18,one-access
DI:AG2R_LM.ZI:X.LIRT:INSPCRETEIL-N-2,LIRT,,AG2R_LM,AG2R_LM,Alm-inspcreteil-n-Jitter128-D2,RTD,,60,,,90,30000,saa-jiti,72,,DI:AG2R_LM.ZI:X.RTONE:INSPCRETEIL-N,10.113.119.18,,DI:AG2R_LM.ZI:X.RTCIS:MONS-INTERNES,10.100.9.3,128,,,,10.113.119.18,one-access
DI:AG2R_LM.ZI:X.LIRT:INSPCRETEIL-N-3,LIRT,,AG2R_LM,AG2R_LM,Alm-inspcreteil-n-Jitter128-D3,RTD,,60,,,90,30000,saa-jiti,40,,DI:AG2R_LM.ZI:X.RTONE:INSPCRETEIL-N,10.113.119.18,,DI:AG2R_LM.ZI:X.RTCIS:MONS-INTERNES,10.100.9.3,128,,,,10.113.119.18,one-access
DI:AG2R_LM.ZI:X.LIRT:INSPCRETEIL-S-1,LIRT,,AG2R_LM,AG2R_LM,Alm-inspcreteil-s-Jitter128-D1,RTD,,60,,,90,30000,saa-jiti,104,,DI:AG2R_LM.ZI:X.RTONE:INSPCRETEIL-S,10.113.178.207,,DI:AG2R_LM.ZI:X.RTCIS:MONS-INTERNES,10.100.9.3,128,,,,10.113.178.207,one-access
DI:AG2R_LM.ZI:X.LIRT:INSPCRETEIL-S-2,LIRT,,AG2R_LM,AG2R_LM,Alm-inspcreteil-s-Jitter128-D2,RTD,,60,,,90,30000,saa-jiti,72,,DI:AG2R_LM.ZI:X.RTONE:INSPCRETEIL-S,10.113.178.207,,DI:AG2R_LM.ZI:X.RTCIS:MONS-INTERNES,10.100.9.3,128,,,,10.113.178.207,one-access
DI:AG2R_LM.ZI:X.LIRT:INSPCRETEIL-S-3,LIRT,,AG2R_LM,AG2R_LM,Alm-inspcreteil-s-Jitter128-D3,RTD,,60,,,90,30000,saa-jiti,40,,DI:AG2R_LM.ZI:X.RTONE:INSPCRETEIL-S,10.113.178.207,,DI:AG2R_LM.ZI:X.RTCIS:MONS-INTERNES,10.100.9.3,128,,,,10.113.178.207,one-access
DI:AG2R_LM.ZI:X.LIRT:INSPGUYANE-N-1,LIRT,,AG2R_LM,AG2R_LM,Alm-inspguyane-n-Jitter128-D1,RTD,,60,,,90,30000,saa-jiti,104,,DI:AG2R_LM.ZI:X.RTONE:INSPGUYANE-N,10.113.59.13,,DI:AG2R_LM.ZI:X.RTCIS:MONS-INTERNES,10.100.9.3,128,,,,10.113.59.13,one-access
DI:AG2R_LM.ZI:X.LIRT:INSPGUYANE-N-2,LIRT,,AG2R_LM,AG2R_LM,Alm-inspguyane-n-Jitter128-D2,RTD,,60,,,90,30000,saa-jiti,72,,DI:AG2R_LM.ZI:X.RTONE:INSPGUYANE-N,10.113.59.13,,DI:AG2R_LM.ZI:X.RTCIS:MONS-INTERNES,10.100.9.3,128,,,,10.113.59.13,one-access
DI:AG2R_LM.ZI:X.LIRT:INSPGUYANE-N-3,LIRT,,AG2R_LM,AG2R_LM,Alm-inspguyane-n-Jitter128-D3,RTD,,60,,,90,30000,saa-jiti,40,,DI:AG2R_LM.ZI:X.RTONE:INSPGUYANE-N,10.113.59.13,,DI:AG2R_LM.ZI:X.RTCIS:MONS-INTERNES,10.100.9.3,128,,,,10.113.59.13,one-access
DI:AG2R_LM.ZI:X.LIRT:INSPGUYANE-S-1,LIRT,,AG2R_LM,AG2R_LM,Alm-inspguyane-s-Jitter128-D1,RTD,,60,,,90,30000,saa-jiti,104,,DI:AG2R_LM.ZI:X.RTONE:INSPGUYANE-S,10.113.59.49,,DI:AG2R_LM.ZI:X.RTCIS:MONS-INTERNES,10.100.9.3,128,,,,10.113.59.49,one-access
DI:AG2R_LM.ZI:X.LIRT:INSPGUYANE-S-2,LIRT,,AG2R_LM,AG2R_LM,Alm-inspguyane-s-Jitter128-D2,RTD,,60,,,90,30000,saa-jiti,72,,DI:AG2R_LM.ZI:X.RTONE:INSPGUYANE-S,10.113.59.49,,DI:AG2R_LM.ZI:X.RTCIS:MONS-INTERNES,10.100.9.3,128,,,,10.113.59.49,one-access
DI:AG2R_LM.ZI:X.LIRT:INSPGUYANE-S-3,LIRT,,AG2R_LM,AG2R_LM,Alm-inspguyane-s-Jitter128-D3,RTD,,60,,,90,30000,saa-jiti,40,,DI:AG2R_LM.ZI:X.RTONE:INSPGUYANE-S,10.113.59.49,,DI:AG2R_LM.ZI:X.RTCIS:MONS-INTERNES,10.100.9.3,128,,,,10.113.59.49,one-access
DI:AG2R_LM.ZI:X.LIRT:LOGICALILLE-N-1,LIRT,,AG2R_LM,AG2R_LM,Almpart-logicalille-n-Jitter128-D1,RTD,,60,,,90,30000,saa-jiti,104,,DI:AG2R_LM.ZI:X.RTONE:LOGICALILLE-N,10.46.37.16,,DI:AG2R_LM.ZI:X.RTCIS:MONS-PART,10.100.119.3,128,,,,10.46.37.16,one-access
DI:AG2R_LM.ZI:X.LIRT:LOGICALILLE-N-2,LIRT,,AG2R_LM,AG2R_LM,Almpart-logicalille-n-Jitter128-D2,RTD,,60,,,90,30000,saa-jiti,72,,DI:AG2R_LM.ZI:X.RTONE:LOGICALILLE-N,10.46.37.16,,DI:AG2R_LM.ZI:X.RTCIS:MONS-PART,10.100.119.3,128,,,,10.46.37.16,one-access
DI:AG2R_LM.ZI:X.LIRT:LOGICALILLE-N-3,LIRT,,AG2R_LM,AG2R_LM,Almpart-logicalille-n-Jitter128-D3,RTD,,60,,,90,30000,saa-jiti,40,,DI:AG2R_LM.ZI:X.RTONE:LOGICALILLE-N,10.46.37.16,,DI:AG2R_LM.ZI:X.RTCIS:MONS-PART,10.100.119.3,128,,,,10.46.37.16,one-access
DI:AG2R_LM.ZI:X.LIRT:LOGICALILLE-S-1,LIRT,,AG2R_LM,AG2R_LM,Almpart-logicalille-s-Jitter128-D1,RTD,,60,,,90,30000,saa-jiti,104,,DI:AG2R_LM.ZI:X.RTONE:LOGICALILLE-S,10.41.134.121,,DI:AG2R_LM.ZI:X.RTCIS:MONS-PART,10.100.119.3,128,,,,10.41.134.121,one-access
DI:AG2R_LM.ZI:X.LIRT:LOGICALILLE-S-2,LIRT,,AG2R_LM,AG2R_LM,Almpart-logicalille-s-Jitter128-D2,RTD,,60,,,90,30000,saa-jiti,72,,DI:AG2R_LM.ZI:X.RTONE:LOGICALILLE-S,10.41.134.121,,DI:AG2R_LM.ZI:X.RTCIS:MONS-PART,10.100.119.3,128,,,,10.41.134.121,one-access
DI:AG2R_LM.ZI:X.LIRT:LOGICALILLE-S-3,LIRT,,AG2R_LM,AG2R_LM,Almpart-logicalille-s-Jitter128-D3,RTD,,60,,,90,30000,saa-jiti,40,,DI:AG2R_LM.ZI:X.RTONE:LOGICALILLE-S,10.41.134.121,,DI:AG2R_LM.ZI:X.RTCIS:MONS-PART,10.100.119.3,128,,,,10.41.134.121,one-access
DI:AG2R_LM.ZI:X.LIRT:LORIENTLIEGE-N-1,LIRT,,AG2R_LM,AG2R_LM,Alm-lorientliege-n-Jitter128-D1,RTD,,60,,,90,30000,saa-jiti,104,,DI:AG2R_LM.ZI:X.RTONE:LORIENTLIEGE-N,10.113.177.8,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.113.177.8,one-access
DI:AG2R_LM.ZI:X.LIRT:LORIENTLIEGE-N-2,LIRT,,AG2R_LM,AG2R_LM,Alm-lorientliege-n-Jitter128-D2,RTD,,60,,,90,30000,saa-jiti,72,,DI:AG2R_LM.ZI:X.RTONE:LORIENTLIEGE-N,10.113.177.8,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.113.177.8,one-access
DI:AG2R_LM.ZI:X.LIRT:LORIENTLIEGE-N-3,LIRT,,AG2R_LM,AG2R_LM,Alm-lorientliege-n-Jitter128-D3,RTD,,60,,,90,30000,saa-jiti,40,,DI:AG2R_LM.ZI:X.RTONE:LORIENTLIEGE-N,10.113.177.8,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.113.177.8,one-access
DI:AG2R_LM.ZI:X.LIRT:LORIENTLIEGE-S-1,LIRT,,AG2R_LM,AG2R_LM,Alm-lorientliege-s-Jitter128-D1,RTD,,60,,,90,30000,saa-jiti,104,,DI:AG2R_LM.ZI:X.RTONE:LORIENTLIEGE-S,10.113.84.4,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.113.84.4,one-access
DI:AG2R_LM.ZI:X.LIRT:LORIENTLIEGE-S-2,LIRT,,AG2R_LM,AG2R_LM,Alm-lorientliege-s-Jitter128-D2,RTD,,60,,,90,30000,saa-jiti,72,,DI:AG2R_LM.ZI:X.RTONE:LORIENTLIEGE-S,10.113.84.4,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.113.84.4,one-access
DI:AG2R_LM.ZI:X.LIRT:LORIENTLIEGE-S-3,LIRT,,AG2R_LM,AG2R_LM,Alm-lorientliege-s-Jitter128-D3,RTD,,60,,,90,30000,saa-jiti,40,,DI:AG2R_LM.ZI:X.RTONE:LORIENTLIEGE-S,10.113.84.4,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.113.84.4,one-access
DI:AG2R_LM.ZI:X.LIRT:MARSEILLEPR300-N-1,LIRT,,AG2R_LM,AG2R_LM,ALM-marseillepr300-n-Jitter128-D1,RTD,,60,,,90,30000,saa-jitt,104,,DI:AG2R_LM.ZI:X.RTCIS:MARSEILLEPR300-N,10.116.18.8,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.116.18.8,cisco
DI:AG2R_LM.ZI:X.LIRT:MARSEILLEPR300-N-2,LIRT,,AG2R_LM,AG2R_LM,ALM-marseillepr300-n-Jitter128-D2,RTD,,60,,,90,30000,saa-jitt,72,,DI:AG2R_LM.ZI:X.RTCIS:MARSEILLEPR300-N,10.116.18.8,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.116.18.8,cisco
DI:AG2R_LM.ZI:X.LIRT:MARSEILLEPR300-N-3,LIRT,,AG2R_LM,AG2R_LM,ALM-marseillepr300-n-Jitter128-D3,RTD,,60,,,90,30000,saa-jitt,40,,DI:AG2R_LM.ZI:X.RTCIS:MARSEILLEPR300-N,10.116.18.8,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.116.18.8,cisco
DI:AG2R_LM.ZI:X.LIRT:MARSEILLEPR300-N-4,LIRT,,AG2R_LM,AG2R_LM,ALM-marseillepr300-n-Jitter64-RT,RTD,,60,,,90,30000,saa-jitt,184,,DI:AG2R_LM.ZI:X.RTCIS:MARSEILLEPR300-N,10.116.18.8,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.116.18.8,cisco
DI:AG2R_LM.ZI:X.LIRT:MARSEILLEPR300-S-1,LIRT,,AG2R_LM,AG2R_LM,ALM-marseillepr300-s-Jitter128-D1,RTD,,60,,,90,30000,saa-jitt,104,,DI:AG2R_LM.ZI:X.RTCIS:MARSEILLEPR300-S,10.116.65.17,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.116.65.17,cisco
DI:AG2R_LM.ZI:X.LIRT:MARSEILLEPR300-S-2,LIRT,,AG2R_LM,AG2R_LM,ALM-marseillepr300-s-Jitter128-D2,RTD,,60,,,90,30000,saa-jitt,72,,DI:AG2R_LM.ZI:X.RTCIS:MARSEILLEPR300-S,10.116.65.17,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.116.65.17,cisco
DI:AG2R_LM.ZI:X.LIRT:MARSEILLEPR300-S-3,LIRT,,AG2R_LM,AG2R_LM,ALM-marseillepr300-s-Jitter128-D3,RTD,,60,,,90,30000,saa-jitt,40,,DI:AG2R_LM.ZI:X.RTCIS:MARSEILLEPR300-S,10.116.65.17,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.116.65.17,cisco
DI:AG2R_LM.ZI:X.LIRT:MARSEILLEPR300-S-4,LIRT,,AG2R_LM,AG2R_LM,ALM-marseillepr300-s-Jitter64-RT,RTD,,60,,,90,30000,saa-jitt,184,,DI:AG2R_LM.ZI:X.RTCIS:MARSEILLEPR300-S,10.116.65.17,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.116.65.17,cisco
DI:AG2R_LM.ZI:X.LIRT:MONS-INTERNES-6,LIRT,,AG2R_LM,,,RTD,,60,,,90,30000,saa-echo,0,,DI:AG2R_LM.ZI:X.RTCIS:MONS-INTERNES,10.115.154.3,,,10.100.107.253,128,,,,10.115.154.3,cisco
DI:AG2R_LM.ZI:X.LIRT:MONS-PART-6,LIRT,,AG2R_LM,,,RTD,,60,,,90,30000,saa-echo,0,,DI:AG2R_LM.ZI:X.RTCIS:MONS-PART,10.47.113.32,,,10.100.122.1,128,,,,10.47.113.32,cisco
DI:AG2R_LM.ZI:X.LIRT:NANTESHERRIOT-N-1,LIRT,,AG2R_LM,AG2R_LM,Alm-nantesherriot-n-Jitter128-D1,RTD,,60,,,90,30000,saa-jiti,104,,DI:AG2R_LM.ZI:X.RTONE:NANTESHERRIOT-N,10.113.125.42,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.113.125.42,one-access
DI:AG2R_LM.ZI:X.LIRT:NANTESHERRIOT-N-2,LIRT,,AG2R_LM,AG2R_LM,Alm-nantesherriot-n-Jitter128-D2,RTD,,60,,,90,30000,saa-jiti,72,,DI:AG2R_LM.ZI:X.RTONE:NANTESHERRIOT-N,10.113.125.42,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.113.125.42,one-access
DI:AG2R_LM.ZI:X.LIRT:NANTESHERRIOT-N-3,LIRT,,AG2R_LM,AG2R_LM,Alm-nantesherriot-n-Jitter128-D3,RTD,,60,,,90,30000,saa-jiti,40,,DI:AG2R_LM.ZI:X.RTONE:NANTESHERRIOT-N,10.113.125.42,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.113.125.42,one-access
DI:AG2R_LM.ZI:X.LIRT:NANTESHERRIOT-S-1,LIRT,,AG2R_LM,AG2R_LM,Alm-nantesherriot-n-Jitter128-D1,RTD,,60,,,90,30000,saa-jiti,104,,DI:AG2R_LM.ZI:X.RTONE:NANTESHERRIOT-S,10.113.156.9,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.113.156.9,one-access
DI:AG2R_LM.ZI:X.LIRT:NANTESHERRIOT-S-2,LIRT,,AG2R_LM,AG2R_LM,Alm-nantesherriot-n-Jitter128-D2,RTD,,60,,,90,30000,saa-jiti,72,,DI:AG2R_LM.ZI:X.RTONE:NANTESHERRIOT-S,10.113.156.9,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.113.156.9,one-access
DI:AG2R_LM.ZI:X.LIRT:NANTESHERRIOT-S-3,LIRT,,AG2R_LM,AG2R_LM,Alm-nantesherriot-n-Jitter128-D3,RTD,,60,,,90,30000,saa-jiti,40,,DI:AG2R_LM.ZI:X.RTONE:NANTESHERRIOT-S,10.113.156.9,,DI:AG2R_LM.ZI:X.RTCIS:CHARTRES-INTERNES,10.100.9.4,128,,,,10.113.156.9,one-access
DI:ANDROS.ZI:X.LIRT:OLFORD1-200,LIRT,,ANDROS,,,RTD,,60,,,90,30000,saa-echo,0,,DI:ANDROS.ZI:X.RTCIS:OLFORD1,10.66.53.168,,,192.168.1.113,128,,,,10.66.53.168,cisco
DI:AREVA.ZI:X.LIRT:AREVA-GTWY-MARCOUSSIS-S-7,LIRT,,AREVA,AREVA,ITINERARY description areva-gtwy-marcoussis-s-arevanet-us-tp,RTD,,60,,,90,30000,saa-jitt,40,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-S,10.43.123.56,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-N,10.1.110.6,128,,,,10.43.123.56,cisco
DI:AREVA.ZI:X.LIRT:AREVA-GTWY-MARCOUSSIS-S-8,LIRT,,AREVA,AREVA,ITINERARY description areva-gtwy-marcoussis-s-arevanet-us-tp,RTD,,60,,,90,30000,saa-jitt,184,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-S,10.43.123.56,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-N,10.1.110.6,128,,,,10.43.123.56,cisco
DI:AREVA.ZI:X.LIRT:AREVA-GTWY-MARCOUSSIS-S-9,LIRT,,AREVA,AREVA,ITINERARY description areva-gtwy-marcoussis-s-arevanet-row-t,RTD,,60,,,90,30000,saa-jitt,104,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-S,10.43.123.56,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-N,10.1.110.6,128,,,,10.43.123.56,cisco
DI:AREVA.ZI:X.LIRT:AREVA-NP-JEUMONT-1,LIRT,,AREVA,,areva-np-jeumont-Jitter128-D1,RTD,,60,,,90,30000,saa-jiti,104,,DI:AREVA.ZI:X.RTONE:AREVA-NP-JEUMONT,10.48.178.250,,,10.1.110.6,128,,,,10.48.178.250,one-access
DI:AREVA.ZI:X.LIRT:AREVA-NP-JEUMONT-2,LIRT,,AREVA,,areva-np-jeumont-Jitter128-D2,RTD,,60,,,90,30000,saa-jiti,72,,DI:AREVA.ZI:X.RTONE:AREVA-NP-JEUMONT,10.48.178.250,,,10.1.110.6,128,,,,10.48.178.250,one-access
DI:AREVA.ZI:X.LIRT:AREVA-NP-JEUMONT-3,LIRT,,AREVA,,areva-np-jeumont-Jitter128-D3,RTD,,60,,,90,30000,saa-jiti,40,,DI:AREVA.ZI:X.RTONE:AREVA-NP-JEUMONT,10.48.178.250,,,10.1.110.6,128,,,,10.48.178.250,one-access
DI:AREVA.ZI:X.LIRT:CFR-AUBAGNE-1,LIRT,,AREVA,,Areva-cfr-aubagne-Jitter128-D1,RTD,,60,,,90,30000,saa-jiti,104,,DI:AREVA.ZI:X.RTONE:CFR-AUBAGNE,10.44.186.14,,,10.1.110.6,128,,,,10.44.186.14,one-access
DI:AREVA.ZI:X.LIRT:CFR-AUBAGNE-2,LIRT,,AREVA,,Areva-cfr-aubagne-Jitter128-D2,RTD,,60,,,90,30000,saa-jiti,72,,DI:AREVA.ZI:X.RTONE:CFR-AUBAGNE,10.44.186.14,,,10.1.110.6,128,,,,10.44.186.14,one-access
DI:AREVA.ZI:X.LIRT:CFR-AUBAGNE-3,LIRT,,AREVA,,Areva-cfr-aubagne-Jitter128-D3,RTD,,60,,,90,30000,saa-jiti,40,,DI:AREVA.ZI:X.RTONE:CFR-AUBAGNE,10.44.186.14,,,10.1.110.6,128,,,,10.44.186.14,one-access
DI:AREVA.ZI:X.LIRT:CFR-BAGNOLS-1,LIRT,,AREVA,,ITINERARY description areva-cfr-bagnols-Jitter128-D1,RTD,,60,,,90,30000,saa-jitt,104,,DI:AREVA.ZI:X.RTCIS:CFR-BAGNOLS,10.47.70.5,,,10.1.110.6,128,,,,10.47.70.5,cisco
DI:AREVA.ZI:X.LIRT:CFR-BAGNOLS-2,LIRT,,AREVA,,ITINERARY description areva-cfr-bagnols-Jitter128-D2,RTD,,60,,,90,30000,saa-jitt,72,,DI:AREVA.ZI:X.RTCIS:CFR-BAGNOLS,10.47.70.5,,,10.1.110.6,128,,,,10.47.70.5,cisco
DI:AREVA.ZI:X.LIRT:CFR-BAGNOLS-3,LIRT,,AREVA,,ITINERARY description areva-cfr-bagnols-Jitter128-D3,RTD,,60,,,90,30000,saa-jitt,40,,DI:AREVA.ZI:X.RTCIS:CFR-BAGNOLS,10.47.70.5,,,10.1.110.6,128,,,,10.47.70.5,cisco
DI:AREVA.ZI:X.LIRT:CFR-BAGNOLS-4,LIRT,,AREVA,,ITINERARY description areva-cfr-bagnols-Jitter64-RT,RTD,,60,,,90,30000,saa-jitt,184,,DI:AREVA.ZI:X.RTCIS:CFR-BAGNOLS,10.47.70.5,,,10.1.110.6,128,,,,10.47.70.5,cisco
DI:AREVA.ZI:X.LIRT:CFR-BAGNOLS-5,LIRT,,AREVA,,ITINERARY description areva-cfr-bagnols-Jitter64-RT,RTD,,60,,,90,30000,saa-jitt,136,,DI:AREVA.ZI:X.RTCIS:CFR-BAGNOLS,10.47.70.5,,,10.1.110.6,128,,,,10.47.70.5,cisco
DI:AREVA.ZI:X.LIRT:CFR-DIGUL-1,LIRT,,AREVA,,areva-cfr-digul-Jitter128-D1,RTD,,60,,,90,30000,saa-jiti,104,,DI:AREVA.ZI:X.RTONE:CFR-DIGUL,10.44.207.51,,,10.1.110.6,128,,,,10.44.207.51,one-access
DI:AREVA.ZI:X.LIRT:CFR-DIGUL-2,LIRT,,AREVA,,areva-cfr-digul-Jitter128-D2,RTD,,60,,,90,30000,saa-jiti,72,,DI:AREVA.ZI:X.RTONE:CFR-DIGUL,10.44.207.51,,,10.1.110.6,128,,,,10.44.207.51,one-access
DI:AREVA.ZI:X.LIRT:CFR-DIGUL-3,LIRT,,AREVA,,areva-cfr-digul-Jitter128-D3,RTD,,60,,,90,30000,saa-jiti,40,,DI:AREVA.ZI:X.RTONE:CFR-DIGUL,10.44.207.51,,,10.1.110.6,128,,,,10.44.207.51,one-access
DI:AREVA.ZI:X.LIRT:CFR-ESI-GRAVELINES-1,LIRT,,AREVA,AREVA,areva-cfr-esi-gravelines-Jitter128-D1,RTD,,58,,,88,30000,saa-jitt,104,,DI:AREVA.ZI:X.RTCIS:CFR-ESI-GRAVELINES,10.41.179.189,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-N,10.1.110.6,128,,,,10.41.179.189,cisco
DI:AREVA.ZI:X.LIRT:CFR-ESI-GRAVELINES-2,LIRT,,AREVA,AREVA,areva-cfr-esi-gravelines-Jitter128-D2,RTD,,58,,,88,30000,saa-jitt,72,,DI:AREVA.ZI:X.RTCIS:CFR-ESI-GRAVELINES,10.41.179.189,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-N,10.1.110.6,128,,,,10.41.179.189,cisco
DI:AREVA.ZI:X.LIRT:CFR-ESI-GRAVELINES-3,LIRT,,AREVA,AREVA,areva-cfr-esi-gravelines-Jitter128-D3,RTD,,58,,,88,30000,saa-jitt,40,,DI:AREVA.ZI:X.RTCIS:CFR-ESI-GRAVELINES,10.41.179.189,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-N,10.1.110.6,128,,,,10.41.179.189,cisco
DI:AREVA.ZI:X.LIRT:CFR-LINGOLSHEIM-1,LIRT,,AREVA,,Areva-cfr-lingolsheim-Jitter128-D1,RTD,,60,,,90,30000,saa-jiti,104,,DI:AREVA.ZI:X.RTONE:CFR-LINGOLSHEIM,10.43.219.65,,,10.1.110.6,128,,,,10.43.219.65,one-access
DI:AREVA.ZI:X.LIRT:CFR-LINGOLSHEIM-2,LIRT,,AREVA,,Areva-cfr-lingolsheim-Jitter128-D2,RTD,,60,,,90,30000,saa-jiti,72,,DI:AREVA.ZI:X.RTONE:CFR-LINGOLSHEIM,10.43.219.65,,,10.1.110.6,128,,,,10.43.219.65,one-access
DI:AREVA.ZI:X.LIRT:CFR-LINGOLSHEIM-3,LIRT,,AREVA,,Areva-cfr-lingolsheim-Jitter128-D3,RTD,,60,,,90,30000,saa-jiti,40,,DI:AREVA.ZI:X.RTONE:CFR-LINGOLSHEIM,10.43.219.65,,,10.1.110.6,128,,,,10.43.219.65,one-access
DI:AREVA.ZI:X.LIRT:CFR-LOCHES-1,LIRT,,AREVA,AREVA,Areva-cfr-loches-Jitter128-D1,RTD,,60,,,90,30000,saa-jiti,104,,DI:AREVA.ZI:X.RTONE:CFR-LOCHES,10.45.127.46,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-N,10.1.110.6,128,,,,10.45.127.46,one-access
DI:AREVA.ZI:X.LIRT:CFR-LOCHES-2,LIRT,,AREVA,AREVA,Areva-cfr-loches-Jitter128-D2,RTD,,60,,,90,30000,saa-jiti,72,,DI:AREVA.ZI:X.RTONE:CFR-LOCHES,10.45.127.46,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-N,10.1.110.6,128,,,,10.45.127.46,one-access
DI:AREVA.ZI:X.LIRT:CFR-LOCHES-3,LIRT,,AREVA,AREVA,Areva-cfr-loches-Jitter128-D3,RTD,,60,,,90,30000,saa-jiti,40,,DI:AREVA.ZI:X.RTONE:CFR-LOCHES,10.45.127.46,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-N,10.1.110.6,128,,,,10.45.127.46,one-access
DI:AREVA.ZI:X.LIRT:CFR-MIRAMAS1-1,LIRT,,AREVA,AREVA,Areva-cfr-miramas1-Jitter128-D1,RTD,,58,,,88,30000,saa-jiti,104,,DI:AREVA.ZI:X.RTONE:CFR-MIRAMAS1,10.46.72.125,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-N,10.1.110.6,128,,,,10.46.72.125,one-access
DI:AREVA.ZI:X.LIRT:CFR-MIRAMAS1-2,LIRT,,AREVA,AREVA,Areva-cfr-miramas1-Jitter128-D2,RTD,,58,,,88,30000,saa-jiti,72,,DI:AREVA.ZI:X.RTONE:CFR-MIRAMAS1,10.46.72.125,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-N,10.1.110.6,128,,,,10.46.72.125,one-access
DI:AREVA.ZI:X.LIRT:CFR-MIRAMAS1-3,LIRT,,AREVA,AREVA,Areva-cfr-miramas1-Jitter128-D3,RTD,,58,,,88,30000,saa-jiti,40,,DI:AREVA.ZI:X.RTONE:CFR-MIRAMAS1,10.46.72.125,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-N,10.1.110.6,128,,,,10.46.72.125,one-access
DI:AREVA.ZI:X.LIRT:CFR-MSYS-GIF-1,LIRT,,AREVA,AREVA,areva-cfr-msys-gif-Jitter128-D1,RTD,,58,,,88,30000,saa-jitt,104,,DI:AREVA.ZI:X.RTCIS:CFR-MSYS-GIF,10.43.248.54,,DI:AREVA.ZI:X.RTCIS:AREVA-GTWY-MARCOUSSIS-N,10.1.110.6,128,,,,10.43.248.54,cisco
